20,5
1,1,13
1,2,12
1,3,11
1,4,15
1,5,7
2,1,8
2,2,3
2,3,4
2,4,18
2,5,14
3,1,12
3,2,20
3,3,11
3,4,10
3,5,7
4,1,12
4,2,14
4,3,3
4,4,15
4,5,7
5,1,1
5,2,1
5,3,3
5,4,17
5,5,20
6,1,9
6,2,4
6,3,12
6,4,4
6,5,18
7,1,20
7,2,15
7,3,20
7,4,1
7,5,20
8,1,15
8,2,4
8,3,12
8,4,16
8,5,20
9,1,17
9,2,16
9,3,5
9,4,13
9,5,1
10,1,11
10,2,5
10,3,14
10,4,11
10,5,18
11,1,9
11,2,8
11,3,11
11,4,19
11,5,1
12,1,13
12,2,10
12,3,14
12,4,16
12,5,18
13,1,5
13,2,11
13,3,1
13,4,20
13,5,15
14,1,17
14,2,20
14,3,10
14,4,10
14,5,12
15,1,8
15,2,3
15,3,7
15,4,15
15,5,11
16,1,6
16,2,17
16,3,10
16,4,17
16,5,9
17,1,4
17,2,11
17,3,1
17,4,6
17,5,10
18,1,13
18,2,5
18,3,1
18,4,20
18,5,7
19,1,5
19,2,11
19,3,17
19,4,18
19,5,16
20,1,6
20,2,15
20,3,5
20,4,19
20,5,5
