20,5
1,1,11
1,2,15
1,3,4
1,4,19
1,5,11
2,1,7
2,2,1
2,3,16
2,4,9
2,5,16
3,1,17
3,2,20
3,3,18
3,4,7
3,5,15
4,1,15
4,2,11
4,3,15
4,4,11
4,5,3
5,1,12
5,2,20
5,3,11
5,4,3
5,5,8
6,1,18
6,2,6
6,3,9
6,4,20
6,5,5
7,1,11
7,2,12
7,3,12
7,4,12
7,5,19
8,1,10
8,2,7
8,3,2
8,4,16
8,5,4
9,1,12
9,2,10
9,3,13
9,4,5
9,5,10
10,1,6
10,2,14
10,3,10
10,4,4
10,5,2
11,1,16
11,2,1
11,3,15
11,4,16
11,5,13
12,1,11
12,2,5
12,3,1
12,4,12
12,5,13
13,1,1
13,2,12
13,3,17
13,4,5
13,5,5
14,1,6
14,2,8
14,3,6
14,4,9
14,5,5
15,1,8
15,2,9
15,3,19
15,4,7
15,5,11
16,1,3
16,2,8
16,3,7
16,4,13
16,5,3
17,1,5
17,2,17
17,3,5
17,4,18
17,5,10
18,1,10
18,2,18
18,3,17
18,4,20
18,5,8
19,1,6
19,2,7
19,3,11
19,4,3
19,5,3
20,1,20
20,2,13
20,3,8
20,4,1
20,5,5
