20,5
1,1,15
1,2,19
1,3,15
1,4,9
1,5,19
2,1,18
2,2,10
2,3,15
2,4,3
2,5,14
3,1,15
3,2,1
3,3,16
3,4,11
3,5,2
4,1,10
4,2,10
4,3,18
4,4,7
4,5,3
5,1,1
5,2,5
5,3,15
5,4,3
5,5,7
6,1,7
6,2,13
6,3,10
6,4,11
6,5,1
7,1,9
7,2,15
7,3,19
7,4,8
7,5,2
8,1,13
8,2,7
8,3,4
8,4,10
8,5,14
9,1,3
9,2,13
9,3,6
9,4,11
9,5,2
10,1,15
10,2,1
10,3,19
10,4,3
10,5,10
11,1,14
11,2,11
11,3,17
11,4,18
11,5,2
12,1,11
12,2,4
12,3,12
12,4,2
12,5,13
13,1,5
13,2,1
13,3,4
13,4,2
13,5,6
14,1,20
14,2,2
14,3,9
14,4,9
14,5,9
15,1,4
15,2,6
15,3,8
15,4,13
15,5,1
16,1,9
16,2,19
16,3,5
16,4,2
16,5,13
17,1,7
17,2,14
17,3,7
17,4,2
17,5,8
18,1,19
18,2,19
18,3,2
18,4,6
18,5,12
19,1,10
19,2,15
19,3,3
19,4,17
19,5,9
20,1,3
20,2,10
20,3,5
20,4,6
20,5,2
