20,5
1,1,7
1,2,12
1,3,7
1,4,3
1,5,16
2,1,14
2,2,4
2,3,19
2,4,9
2,5,20
3,1,5
3,2,1
3,3,17
3,4,15
3,5,5
4,1,10
4,2,12
4,3,16
4,4,9
4,5,9
5,1,8
5,2,13
5,3,19
5,4,3
5,5,4
6,1,15
6,2,4
6,3,18
6,4,13
6,5,15
7,1,2
7,2,12
7,3,19
7,4,1
7,5,4
8,1,7
8,2,14
8,3,18
8,4,8
8,5,16
9,1,3
9,2,20
9,3,18
9,4,11
9,5,11
10,1,10
10,2,9
10,3,17
10,4,10
10,5,17
11,1,19
11,2,13
11,3,7
11,4,13
11,5,18
12,1,15
12,2,14
12,3,4
12,4,20
12,5,2
13,1,11
13,2,6
13,3,7
13,4,15
13,5,18
14,1,14
14,2,3
14,3,17
14,4,11
14,5,18
15,1,17
15,2,14
15,3,9
15,4,13
15,5,7
16,1,9
16,2,15
16,3,8
16,4,12
16,5,15
17,1,6
17,2,8
17,3,9
17,4,17
17,5,16
18,1,10
18,2,6
18,3,6
18,4,4
18,5,10
19,1,14
19,2,10
19,3,19
19,4,6
19,5,5
20,1,17
20,2,14
20,3,4
20,4,14
20,5,18
