20,5
1,1,16
1,2,16
1,3,14
1,4,17
1,5,19
2,1,8
2,2,2
2,3,9
2,4,8
2,5,5
3,1,18
3,2,2
3,3,19
3,4,7
3,5,4
4,1,18
4,2,9
4,3,7
4,4,15
4,5,8
5,1,2
5,2,10
5,3,6
5,4,1
5,5,3
6,1,2
6,2,17
6,3,15
6,4,11
6,5,4
7,1,14
7,2,13
7,3,15
7,4,4
7,5,5
8,1,2
8,2,18
8,3,6
8,4,14
8,5,17
9,1,10
9,2,2
9,3,11
9,4,14
9,5,5
10,1,5
10,2,12
10,3,2
10,4,17
10,5,15
11,1,11
11,2,3
11,3,5
11,4,11
11,5,15
12,1,7
12,2,11
12,3,13
12,4,15
12,5,17
13,1,12
13,2,7
13,3,19
13,4,5
13,5,12
14,1,6
14,2,7
14,3,15
14,4,3
14,5,2
15,1,1
15,2,3
15,3,14
15,4,19
15,5,19
16,1,1
16,2,19
16,3,13
16,4,16
16,5,19
17,1,11
17,2,15
17,3,19
17,4,17
17,5,13
18,1,11
18,2,9
18,3,5
18,4,10
18,5,18
19,1,12
19,2,6
19,3,12
19,4,17
19,5,6
20,1,3
20,2,4
20,3,7
20,4,2
20,5,20
