80,5
1,1,42
1,2,58
1,3,60
1,4,12
1,5,15
2,1,21
2,2,11
2,3,61
2,4,52
2,5,40
3,1,23
3,2,38
3,3,16
3,4,2
3,5,63
4,1,13
4,2,52
4,3,40
4,4,16
4,5,66
5,1,58
5,2,62
5,3,59
5,4,49
5,5,23
6,1,11
6,2,54
6,3,40
6,4,4
6,5,79
7,1,27
7,2,14
7,3,47
7,4,45
7,5,36
8,1,32
8,2,48
8,3,26
8,4,44
8,5,63
9,1,49
9,2,37
9,3,63
9,4,51
9,5,62
10,1,80
10,2,9
10,3,5
10,4,29
10,5,49
11,1,47
11,2,44
11,3,27
11,4,31
11,5,77
12,1,60
12,2,80
12,3,12
12,4,70
12,5,5
13,1,47
13,2,51
13,3,57
13,4,54
13,5,14
14,1,10
14,2,72
14,3,51
14,4,47
14,5,31
15,1,45
15,2,27
15,3,77
15,4,34
15,5,17
16,1,22
16,2,80
16,3,8
16,4,68
16,5,24
17,1,3
17,2,49
17,3,12
17,4,36
17,5,33
18,1,63
18,2,67
18,3,16
18,4,48
18,5,56
19,1,33
19,2,37
19,3,36
19,4,40
19,5,16
20,1,79
20,2,60
20,3,10
20,4,37
20,5,53
21,1,8
21,2,38
21,3,39
21,4,79
21,5,4
22,1,20
22,2,47
22,3,73
22,4,15
22,5,56
23,1,61
23,2,72
23,3,25
23,4,47
23,5,2
24,1,78
24,2,40
24,3,22
24,4,21
24,5,31
25,1,23
25,2,57
25,3,4
25,4,71
25,5,79
26,1,8
26,2,71
26,3,38
26,4,19
26,5,19
27,1,43
27,2,70
27,3,52
27,4,15
27,5,16
28,1,46
28,2,11
28,3,14
28,4,33
28,5,13
29,1,16
29,2,75
29,3,2
29,4,73
29,5,75
30,1,41
30,2,13
30,3,70
30,4,38
30,5,18
31,1,39
31,2,39
31,3,69
31,4,7
31,5,30
32,1,32
32,2,34
32,3,48
32,4,80
32,5,77
33,1,30
33,2,10
33,3,55
33,4,76
33,5,14
34,1,71
34,2,21
34,3,10
34,4,31
34,5,37
35,1,68
35,2,27
35,3,69
35,4,8
35,5,15
36,1,29
36,2,56
36,3,11
36,4,76
36,5,38
37,1,76
37,2,1
37,3,1
37,4,2
37,5,60
38,1,5
38,2,2
38,3,46
38,4,65
38,5,65
39,1,12
39,2,44
39,3,14
39,4,37
39,5,64
40,1,7
40,2,21
40,3,6
40,4,60
40,5,4
41,1,21
41,2,3
41,3,40
41,4,1
41,5,31
42,1,12
42,2,50
42,3,61
42,4,72
42,5,2
43,1,57
43,2,24
43,3,52
43,4,42
43,5,1
44,1,29
44,2,10
44,3,53
44,4,17
44,5,10
45,1,70
45,2,56
45,3,25
45,4,46
45,5,26
46,1,24
46,2,14
46,3,33
46,4,25
46,5,9
47,1,9
47,2,50
47,3,31
47,4,73
47,5,18
48,1,73
48,2,42
48,3,80
48,4,52
48,5,48
49,1,35
49,2,21
49,3,54
49,4,64
49,5,9
50,1,68
50,2,73
50,3,52
50,4,36
50,5,36
51,1,78
51,2,48
51,3,70
51,4,51
51,5,15
52,1,46
52,2,59
52,3,74
52,4,55
52,5,7
53,1,79
53,2,17
53,3,37
53,4,63
53,5,74
54,1,7
54,2,73
54,3,60
54,4,24
54,5,9
55,1,67
55,2,10
55,3,2
55,4,49
55,5,55
56,1,50
56,2,2
56,3,42
56,4,38
56,5,38
57,1,32
57,2,42
57,3,78
57,4,70
57,5,12
58,1,41
58,2,61
58,3,61
58,4,58
58,5,53
59,1,15
59,2,49
59,3,26
59,4,46
59,5,50
60,1,18
60,2,65
60,3,71
60,4,70
60,5,3
61,1,76
61,2,13
61,3,29
61,4,27
61,5,49
62,1,68
62,2,46
62,3,21
62,4,77
62,5,45
63,1,44
63,2,17
63,3,36
63,4,17
63,5,55
64,1,38
64,2,20
64,3,48
64,4,52
64,5,33
65,1,27
65,2,13
65,3,2
65,4,52
65,5,75
66,1,19
66,2,64
66,3,37
66,4,80
66,5,37
67,1,66
67,2,11
67,3,52
67,4,36
67,5,43
68,1,20
68,2,13
68,3,51
68,4,21
68,5,24
69,1,76
69,2,40
69,3,65
69,4,13
69,5,9
70,1,78
70,2,13
70,3,9
70,4,71
70,5,12
71,1,79
71,2,18
71,3,20
71,4,38
71,5,57
72,1,64
72,2,12
72,3,58
72,4,33
72,5,31
73,1,4
73,2,10
73,3,22
73,4,40
73,5,60
74,1,34
74,2,46
74,3,1
74,4,54
74,5,36
75,1,25
75,2,49
75,3,27
75,4,29
75,5,38
76,1,67
76,2,28
76,3,69
76,4,43
76,5,77
77,1,6
77,2,56
77,3,46
77,4,69
77,5,38
78,1,49
78,2,72
78,3,15
78,4,60
78,5,60
79,1,9
79,2,36
79,3,19
79,4,71
79,5,20
80,1,67
80,2,18
80,3,26
80,4,34
80,5,56
