80,5
1,1,43
1,2,32
1,3,30
1,4,63
1,5,62
2,1,6
2,2,61
2,3,72
2,4,27
2,5,36
3,1,49
3,2,33
3,3,13
3,4,56
3,5,2
4,1,51
4,2,79
4,3,32
4,4,24
4,5,32
5,1,61
5,2,27
5,3,10
5,4,32
5,5,69
6,1,70
6,2,14
6,3,18
6,4,56
6,5,51
7,1,72
7,2,11
7,3,7
7,4,31
7,5,53
8,1,38
8,2,70
8,3,24
8,4,25
8,5,74
9,1,60
9,2,27
9,3,11
9,4,31
9,5,2
10,1,59
10,2,47
10,3,22
10,4,21
10,5,58
11,1,22
11,2,21
11,3,23
11,4,46
11,5,6
12,1,16
12,2,23
12,3,79
12,4,75
12,5,72
13,1,73
13,2,44
13,3,17
13,4,56
13,5,44
14,1,39
14,2,26
14,3,63
14,4,3
14,5,45
15,1,61
15,2,56
15,3,7
15,4,31
15,5,52
16,1,34
16,2,17
16,3,60
16,4,31
16,5,11
17,1,24
17,2,73
17,3,77
17,4,78
17,5,29
18,1,52
18,2,69
18,3,41
18,4,25
18,5,37
19,1,16
19,2,72
19,3,29
19,4,34
19,5,2
20,1,17
20,2,10
20,3,35
20,4,68
20,5,43
21,1,33
21,2,64
21,3,19
21,4,57
21,5,77
22,1,47
22,2,14
22,3,72
22,4,75
22,5,52
23,1,80
23,2,44
23,3,49
23,4,65
23,5,48
24,1,80
24,2,47
24,3,20
24,4,27
24,5,72
25,1,51
25,2,65
25,3,39
25,4,46
25,5,29
26,1,70
26,2,27
26,3,53
26,4,29
26,5,36
27,1,24
27,2,63
27,3,72
27,4,68
27,5,58
28,1,40
28,2,55
28,3,21
28,4,1
28,5,63
29,1,38
29,2,77
29,3,47
29,4,53
29,5,38
30,1,53
30,2,24
30,3,45
30,4,66
30,5,2
31,1,51
31,2,71
31,3,8
31,4,76
31,5,73
32,1,49
32,2,26
32,3,53
32,4,29
32,5,8
33,1,21
33,2,42
33,3,43
33,4,40
33,5,28
34,1,17
34,2,52
34,3,61
34,4,7
34,5,8
35,1,26
35,2,26
35,3,19
35,4,45
35,5,34
36,1,54
36,2,18
36,3,67
36,4,9
36,5,56
37,1,46
37,2,62
37,3,67
37,4,28
37,5,66
38,1,34
38,2,55
38,3,77
38,4,75
38,5,10
39,1,15
39,2,2
39,3,73
39,4,74
39,5,43
40,1,77
40,2,34
40,3,8
40,4,25
40,5,22
41,1,2
41,2,43
41,3,39
41,4,59
41,5,57
42,1,25
42,2,52
42,3,43
42,4,42
42,5,19
43,1,31
43,2,40
43,3,45
43,4,53
43,5,42
44,1,39
44,2,55
44,3,16
44,4,54
44,5,75
45,1,42
45,2,55
45,3,66
45,4,78
45,5,74
46,1,24
46,2,34
46,3,26
46,4,3
46,5,38
47,1,21
47,2,11
47,3,42
47,4,68
47,5,55
48,1,4
48,2,24
48,3,9
48,4,51
48,5,41
49,1,62
49,2,13
49,3,36
49,4,56
49,5,60
50,1,56
50,2,38
50,3,20
50,4,32
50,5,4
51,1,23
51,2,18
51,3,34
51,4,30
51,5,60
52,1,28
52,2,57
52,3,41
52,4,65
52,5,34
53,1,71
53,2,27
53,3,41
53,4,5
53,5,79
54,1,20
54,2,78
54,3,58
54,4,79
54,5,39
55,1,15
55,2,46
55,3,46
55,4,13
55,5,14
56,1,30
56,2,19
56,3,10
56,4,18
56,5,18
57,1,67
57,2,15
57,3,74
57,4,80
57,5,15
58,1,3
58,2,58
58,3,13
58,4,8
58,5,28
59,1,27
59,2,63
59,3,24
59,4,18
59,5,51
60,1,35
60,2,53
60,3,32
60,4,58
60,5,40
61,1,58
61,2,61
61,3,22
61,4,74
61,5,69
62,1,58
62,2,53
62,3,21
62,4,17
62,5,30
63,1,9
63,2,47
63,3,23
63,4,48
63,5,48
64,1,57
64,2,33
64,3,41
64,4,70
64,5,77
65,1,43
65,2,66
65,3,50
65,4,52
65,5,12
66,1,33
66,2,22
66,3,28
66,4,43
66,5,59
67,1,58
67,2,68
67,3,33
67,4,58
67,5,40
68,1,6
68,2,73
68,3,1
68,4,11
68,5,38
69,1,30
69,2,37
69,3,76
69,4,59
69,5,19
70,1,60
70,2,40
70,3,57
70,4,51
70,5,75
71,1,3
71,2,12
71,3,42
71,4,62
71,5,78
72,1,73
72,2,11
72,3,51
72,4,62
72,5,37
73,1,36
73,2,25
73,3,59
73,4,38
73,5,53
74,1,22
74,2,15
74,3,45
74,4,8
74,5,42
75,1,64
75,2,33
75,3,31
75,4,33
75,5,47
76,1,7
76,2,70
76,3,72
76,4,33
76,5,33
77,1,73
77,2,46
77,3,58
77,4,49
77,5,57
78,1,47
78,2,26
78,3,52
78,4,61
78,5,48
79,1,76
79,2,23
79,3,19
79,4,54
79,5,3
80,1,6
80,2,59
80,3,39
80,4,7
80,5,78
