80,5
1,1,51
1,2,25
1,3,44
1,4,23
1,5,8
2,1,73
2,2,21
2,3,61
2,4,70
2,5,11
3,1,68
3,2,26
3,3,53
3,4,53
3,5,62
4,1,46
4,2,65
4,3,72
4,4,64
4,5,48
5,1,19
5,2,3
5,3,46
5,4,58
5,5,15
6,1,33
6,2,79
6,3,74
6,4,49
6,5,62
7,1,58
7,2,20
7,3,78
7,4,72
7,5,50
8,1,23
8,2,39
8,3,30
8,4,49
8,5,57
9,1,61
9,2,54
9,3,30
9,4,63
9,5,62
10,1,18
10,2,59
10,3,13
10,4,19
10,5,45
11,1,69
11,2,5
11,3,50
11,4,78
11,5,67
12,1,48
12,2,59
12,3,67
12,4,9
12,5,56
13,1,75
13,2,27
13,3,12
13,4,9
13,5,33
14,1,48
14,2,28
14,3,61
14,4,3
14,5,39
15,1,8
15,2,36
15,3,24
15,4,7
15,5,67
16,1,45
16,2,54
16,3,63
16,4,77
16,5,77
17,1,54
17,2,66
17,3,56
17,4,4
17,5,73
18,1,54
18,2,50
18,3,1
18,4,5
18,5,3
19,1,44
19,2,52
19,3,22
19,4,73
19,5,62
20,1,35
20,2,43
20,3,21
20,4,31
20,5,14
21,1,70
21,2,79
21,3,10
21,4,60
21,5,38
22,1,34
22,2,61
22,3,43
22,4,11
22,5,23
23,1,74
23,2,77
23,3,71
23,4,12
23,5,2
24,1,9
24,2,52
24,3,8
24,4,17
24,5,59
25,1,79
25,2,28
25,3,56
25,4,1
25,5,76
26,1,36
26,2,15
26,3,31
26,4,26
26,5,33
27,1,3
27,2,33
27,3,32
27,4,63
27,5,8
28,1,56
28,2,57
28,3,76
28,4,47
28,5,39
29,1,73
29,2,8
29,3,71
29,4,63
29,5,9
30,1,48
30,2,62
30,3,10
30,4,72
30,5,54
31,1,63
31,2,36
31,3,5
31,4,52
31,5,16
32,1,43
32,2,23
32,3,9
32,4,65
32,5,3
33,1,20
33,2,31
33,3,18
33,4,58
33,5,21
34,1,42
34,2,45
34,3,8
34,4,5
34,5,27
35,1,33
35,2,56
35,3,42
35,4,58
35,5,67
36,1,71
36,2,37
36,3,73
36,4,73
36,5,29
37,1,54
37,2,5
37,3,40
37,4,53
37,5,50
38,1,48
38,2,29
38,3,61
38,4,48
38,5,45
39,1,33
39,2,48
39,3,12
39,4,45
39,5,20
40,1,43
40,2,71
40,3,13
40,4,43
40,5,47
41,1,3
41,2,55
41,3,6
41,4,46
41,5,21
42,1,8
42,2,75
42,3,27
42,4,66
42,5,25
43,1,6
43,2,30
43,3,17
43,4,37
43,5,29
44,1,16
44,2,72
44,3,46
44,4,8
44,5,54
45,1,14
45,2,65
45,3,40
45,4,40
45,5,74
46,1,65
46,2,45
46,3,77
46,4,39
46,5,24
47,1,1
47,2,24
47,3,31
47,4,26
47,5,27
48,1,80
48,2,79
48,3,75
48,4,32
48,5,43
49,1,53
49,2,2
49,3,75
49,4,24
49,5,39
50,1,3
50,2,32
50,3,56
50,4,16
50,5,5
51,1,52
51,2,25
51,3,6
51,4,70
51,5,34
52,1,18
52,2,16
52,3,47
52,4,52
52,5,37
53,1,44
53,2,78
53,3,68
53,4,43
53,5,24
54,1,62
54,2,80
54,3,71
54,4,11
54,5,29
55,1,17
55,2,78
55,3,15
55,4,46
55,5,1
56,1,12
56,2,71
56,3,16
56,4,1
56,5,71
57,1,34
57,2,70
57,3,61
57,4,35
57,5,53
58,1,57
58,2,19
58,3,41
58,4,72
58,5,9
59,1,65
59,2,33
59,3,23
59,4,75
59,5,80
60,1,56
60,2,15
60,3,33
60,4,80
60,5,58
61,1,4
61,2,41
61,3,46
61,4,68
61,5,68
62,1,54
62,2,11
62,3,40
62,4,70
62,5,23
63,1,27
63,2,80
63,3,46
63,4,62
63,5,4
64,1,55
64,2,17
64,3,34
64,4,70
64,5,48
65,1,43
65,2,39
65,3,80
65,4,2
65,5,45
66,1,65
66,2,55
66,3,20
66,4,47
66,5,25
67,1,78
67,2,39
67,3,16
67,4,24
67,5,68
68,1,73
68,2,25
68,3,74
68,4,47
68,5,79
69,1,46
69,2,60
69,3,52
69,4,50
69,5,62
70,1,66
70,2,67
70,3,41
70,4,72
70,5,26
71,1,40
71,2,61
71,3,43
71,4,33
71,5,15
72,1,45
72,2,42
72,3,44
72,4,23
72,5,4
73,1,80
73,2,72
73,3,74
73,4,45
73,5,25
74,1,69
74,2,64
74,3,23
74,4,75
74,5,11
75,1,31
75,2,23
75,3,67
75,4,71
75,5,3
76,1,64
76,2,67
76,3,30
76,4,20
76,5,60
77,1,78
77,2,15
77,3,29
77,4,22
77,5,66
78,1,17
78,2,76
78,3,64
78,4,10
78,5,23
79,1,32
79,2,61
79,3,52
79,4,44
79,5,80
80,1,55
80,2,66
80,3,7
80,4,25
80,5,74
