80,5
1,1,4
1,2,20
1,3,58
1,4,75
1,5,6
2,1,39
2,2,75
2,3,57
2,4,20
2,5,10
3,1,42
3,2,67
3,3,48
3,4,64
3,5,73
4,1,57
4,2,42
4,3,42
4,4,51
4,5,52
5,1,44
5,2,57
5,3,45
5,4,56
5,5,69
6,1,30
6,2,38
6,3,13
6,4,71
6,5,67
7,1,50
7,2,80
7,3,77
7,4,26
7,5,43
8,1,78
8,2,49
8,3,80
8,4,16
8,5,19
9,1,62
9,2,24
9,3,51
9,4,70
9,5,61
10,1,35
10,2,41
10,3,47
10,4,77
10,5,78
11,1,65
11,2,25
11,3,39
11,4,13
11,5,47
12,1,28
12,2,55
12,3,3
12,4,7
12,5,56
13,1,2
13,2,63
13,3,66
13,4,33
13,5,40
14,1,42
14,2,71
14,3,23
14,4,22
14,5,76
15,1,9
15,2,43
15,3,27
15,4,33
15,5,70
16,1,20
16,2,7
16,3,56
16,4,76
16,5,35
17,1,69
17,2,71
17,3,17
17,4,73
17,5,2
18,1,26
18,2,41
18,3,65
18,4,59
18,5,15
19,1,23
19,2,47
19,3,74
19,4,40
19,5,18
20,1,80
20,2,38
20,3,18
20,4,31
20,5,19
21,1,45
21,2,19
21,3,26
21,4,1
21,5,70
22,1,23
22,2,79
22,3,7
22,4,24
22,5,28
23,1,22
23,2,80
23,3,8
23,4,52
23,5,67
24,1,11
24,2,47
24,3,73
24,4,32
24,5,14
25,1,1
25,2,6
25,3,44
25,4,7
25,5,53
26,1,42
26,2,49
26,3,67
26,4,15
26,5,71
27,1,63
27,2,69
27,3,26
27,4,57
27,5,71
28,1,51
28,2,46
28,3,16
28,4,4
28,5,59
29,1,28
29,2,35
29,3,42
29,4,32
29,5,74
30,1,24
30,2,40
30,3,22
30,4,54
30,5,7
31,1,33
31,2,46
31,3,67
31,4,17
31,5,18
32,1,39
32,2,56
32,3,19
32,4,29
32,5,28
33,1,55
33,2,12
33,3,73
33,4,33
33,5,46
34,1,33
34,2,54
34,3,31
34,4,62
34,5,17
35,1,46
35,2,32
35,3,70
35,4,53
35,5,67
36,1,47
36,2,45
36,3,12
36,4,14
36,5,29
37,1,3
37,2,28
37,3,14
37,4,8
37,5,39
38,1,17
38,2,3
38,3,9
38,4,40
38,5,32
39,1,75
39,2,27
39,3,67
39,4,56
39,5,5
40,1,16
40,2,43
40,3,9
40,4,67
40,5,42
41,1,51
41,2,9
41,3,40
41,4,37
41,5,41
42,1,2
42,2,57
42,3,14
42,4,30
42,5,52
43,1,74
43,2,44
43,3,6
43,4,80
43,5,26
44,1,28
44,2,79
44,3,65
44,4,75
44,5,29
45,1,31
45,2,45
45,3,72
45,4,31
45,5,22
46,1,20
46,2,45
46,3,14
46,4,49
46,5,52
47,1,4
47,2,37
47,3,25
47,4,52
47,5,59
48,1,74
48,2,68
48,3,57
48,4,47
48,5,37
49,1,41
49,2,69
49,3,60
49,4,68
49,5,39
50,1,32
50,2,22
50,3,68
50,4,31
50,5,58
51,1,17
51,2,58
51,3,15
51,4,39
51,5,11
52,1,6
52,2,18
52,3,10
52,4,16
52,5,22
53,1,37
53,2,43
53,3,46
53,4,58
53,5,48
54,1,38
54,2,19
54,3,34
54,4,22
54,5,32
55,1,40
55,2,22
55,3,18
55,4,38
55,5,68
56,1,42
56,2,66
56,3,4
56,4,72
56,5,71
57,1,78
57,2,58
57,3,64
57,4,71
57,5,36
58,1,27
58,2,22
58,3,67
58,4,41
58,5,54
59,1,57
59,2,59
59,3,42
59,4,26
59,5,80
60,1,79
60,2,23
60,3,3
60,4,21
60,5,2
61,1,13
61,2,68
61,3,47
61,4,80
61,5,19
62,1,75
62,2,41
62,3,57
62,4,51
62,5,50
63,1,20
63,2,15
63,3,18
63,4,25
63,5,24
64,1,60
64,2,59
64,3,56
64,4,23
64,5,22
65,1,16
65,2,33
65,3,73
65,4,48
65,5,55
66,1,61
66,2,61
66,3,73
66,4,38
66,5,70
67,1,20
67,2,63
67,3,63
67,4,71
67,5,59
68,1,11
68,2,12
68,3,65
68,4,53
68,5,41
69,1,66
69,2,46
69,3,16
69,4,72
69,5,34
70,1,43
70,2,41
70,3,17
70,4,2
70,5,21
71,1,20
71,2,48
71,3,61
71,4,80
71,5,66
72,1,60
72,2,76
72,3,79
72,4,25
72,5,38
73,1,15
73,2,48
73,3,19
73,4,62
73,5,31
74,1,38
74,2,32
74,3,28
74,4,47
74,5,14
75,1,49
75,2,75
75,3,3
75,4,62
75,5,36
76,1,51
76,2,17
76,3,1
76,4,15
76,5,13
77,1,20
77,2,44
77,3,72
77,4,18
77,5,50
78,1,52
78,2,3
78,3,64
78,4,5
78,5,79
79,1,16
79,2,13
79,3,41
79,4,15
79,5,26
80,1,19
80,2,27
80,3,35
80,4,42
80,5,77
