80,5
1,1,76
1,2,3
1,3,67
1,4,13
1,5,51
2,1,5
2,2,33
2,3,36
2,4,48
2,5,9
3,1,43
3,2,77
3,3,63
3,4,54
3,5,43
4,1,40
4,2,79
4,3,78
4,4,68
4,5,30
5,1,9
5,2,24
5,3,43
5,4,11
5,5,46
6,1,42
6,2,27
6,3,67
6,4,55
6,5,23
7,1,75
7,2,3
7,3,24
7,4,21
7,5,35
8,1,38
8,2,70
8,3,39
8,4,31
8,5,15
9,1,48
9,2,33
9,3,41
9,4,45
9,5,64
10,1,46
10,2,42
10,3,39
10,4,44
10,5,72
11,1,66
11,2,2
11,3,28
11,4,44
11,5,61
12,1,52
12,2,40
12,3,56
12,4,48
12,5,10
13,1,59
13,2,47
13,3,62
13,4,25
13,5,15
14,1,40
14,2,54
14,3,42
14,4,19
14,5,5
15,1,50
15,2,40
15,3,48
15,4,53
15,5,63
16,1,57
16,2,64
16,3,78
16,4,28
16,5,80
17,1,80
17,2,68
17,3,23
17,4,63
17,5,38
18,1,73
18,2,55
18,3,60
18,4,41
18,5,64
19,1,78
19,2,14
19,3,72
19,4,22
19,5,36
20,1,2
20,2,51
20,3,16
20,4,30
20,5,25
21,1,73
21,2,80
21,3,20
21,4,39
21,5,22
22,1,26
22,2,35
22,3,55
22,4,62
22,5,4
23,1,69
23,2,43
23,3,29
23,4,48
23,5,10
24,1,72
24,2,24
24,3,79
24,4,68
24,5,23
25,1,65
25,2,74
25,3,2
25,4,36
25,5,8
26,1,36
26,2,49
26,3,27
26,4,18
26,5,62
27,1,6
27,2,48
27,3,49
27,4,3
27,5,7
28,1,1
28,2,49
28,3,65
28,4,42
28,5,12
29,1,39
29,2,80
29,3,79
29,4,37
29,5,75
30,1,36
30,2,66
30,3,25
30,4,13
30,5,45
31,1,58
31,2,53
31,3,29
31,4,8
31,5,41
32,1,80
32,2,79
32,3,64
32,4,32
32,5,67
33,1,58
33,2,9
33,3,38
33,4,1
33,5,79
34,1,21
34,2,75
34,3,26
34,4,41
34,5,9
35,1,23
35,2,40
35,3,38
35,4,56
35,5,65
36,1,65
36,2,75
36,3,45
36,4,41
36,5,52
37,1,51
37,2,25
37,3,15
37,4,54
37,5,4
38,1,34
38,2,20
38,3,41
38,4,43
38,5,8
39,1,2
39,2,66
39,3,33
39,4,55
39,5,35
40,1,30
40,2,43
40,3,78
40,4,38
40,5,55
41,1,42
41,2,40
41,3,64
41,4,4
41,5,23
42,1,19
42,2,16
42,3,53
42,4,24
42,5,56
43,1,5
43,2,35
43,3,23
43,4,60
43,5,17
44,1,34
44,2,75
44,3,64
44,4,77
44,5,46
45,1,1
45,2,34
45,3,64
45,4,34
45,5,8
46,1,37
46,2,7
46,3,63
46,4,22
46,5,35
47,1,22
47,2,78
47,3,7
47,4,67
47,5,10
48,1,12
48,2,41
48,3,11
48,4,32
48,5,66
49,1,18
49,2,48
49,3,17
49,4,68
49,5,3
50,1,48
50,2,43
50,3,53
50,4,39
50,5,1
51,1,36
51,2,59
51,3,1
51,4,73
51,5,55
52,1,8
52,2,57
52,3,31
52,4,76
52,5,66
53,1,12
53,2,33
53,3,31
53,4,70
53,5,35
54,1,8
54,2,28
54,3,37
54,4,51
54,5,6
55,1,73
55,2,64
55,3,33
55,4,12
55,5,28
56,1,33
56,2,18
56,3,76
56,4,32
56,5,41
57,1,75
57,2,34
57,3,24
57,4,21
57,5,79
58,1,43
58,2,77
58,3,15
58,4,12
58,5,3
59,1,35
59,2,11
59,3,16
59,4,47
59,5,54
60,1,66
60,2,17
60,3,28
60,4,33
60,5,75
61,1,20
61,2,7
61,3,3
61,4,34
61,5,9
62,1,53
62,2,26
62,3,70
62,4,45
62,5,22
63,1,71
63,2,61
63,3,80
63,4,35
63,5,72
64,1,58
64,2,9
64,3,11
64,4,72
64,5,72
65,1,12
65,2,14
65,3,25
65,4,48
65,5,51
66,1,63
66,2,49
66,3,67
66,4,39
66,5,43
67,1,17
67,2,71
67,3,43
67,4,37
67,5,22
68,1,68
68,2,32
68,3,71
68,4,13
68,5,27
69,1,17
69,2,7
69,3,50
69,4,71
69,5,12
70,1,55
70,2,12
70,3,61
70,4,55
70,5,76
71,1,57
71,2,7
71,3,36
71,4,42
71,5,63
72,1,6
72,2,62
72,3,35
72,4,64
72,5,26
73,1,5
73,2,40
73,3,32
73,4,3
73,5,6
74,1,1
74,2,18
74,3,43
74,4,14
74,5,4
75,1,27
75,2,19
75,3,78
75,4,46
75,5,55
76,1,5
76,2,45
76,3,35
76,4,37
76,5,76
77,1,52
77,2,68
77,3,12
77,4,43
77,5,66
78,1,10
78,2,35
78,3,2
78,4,54
78,5,16
79,1,6
79,2,77
79,3,7
79,4,67
79,5,22
80,1,58
80,2,56
80,3,47
80,4,65
80,5,11
