50,5
1,1,33
1,2,17
1,3,46
1,4,19
1,5,25
2,1,47
2,2,47
2,3,30
2,4,9
2,5,19
3,1,33
3,2,22
3,3,16
3,4,11
3,5,11
4,1,25
4,2,17
4,3,36
4,4,20
4,5,47
5,1,6
5,2,40
5,3,23
5,4,30
5,5,26
6,1,7
6,2,11
6,3,31
6,4,23
6,5,44
7,1,13
7,2,26
7,3,5
7,4,45
7,5,32
8,1,18
8,2,10
8,3,5
8,4,15
8,5,25
9,1,36
9,2,33
9,3,15
9,4,46
9,5,13
10,1,21
10,2,4
10,3,26
10,4,43
10,5,28
11,1,35
11,2,4
11,3,32
11,4,15
11,5,5
12,1,44
12,2,45
12,3,17
12,4,44
12,5,18
13,1,37
13,2,16
13,3,8
13,4,15
13,5,6
14,1,8
14,2,17
14,3,22
14,4,30
14,5,43
15,1,16
15,2,12
15,3,21
15,4,45
15,5,11
16,1,23
16,2,25
16,3,27
16,4,17
16,5,5
17,1,3
17,2,35
17,3,39
17,4,45
17,5,10
18,1,10
18,2,44
18,3,41
18,4,41
18,5,38
19,1,23
19,2,43
19,3,11
19,4,48
19,5,39
20,1,20
20,2,25
20,3,1
20,4,41
20,5,6
21,1,4
21,2,33
21,3,47
21,4,50
21,5,13
22,1,23
22,2,33
22,3,37
22,4,4
22,5,32
23,1,19
23,2,19
23,3,1
23,4,39
23,5,15
24,1,2
24,2,28
24,3,13
24,4,6
24,5,47
25,1,14
25,2,27
25,3,32
25,4,42
25,5,21
26,1,23
26,2,2
26,3,24
26,4,7
26,5,42
27,1,49
27,2,25
27,3,37
27,4,12
27,5,1
28,1,21
28,2,39
28,3,40
28,4,33
28,5,37
29,1,27
29,2,8
29,3,37
29,4,9
29,5,19
30,1,5
30,2,43
30,3,22
30,4,33
30,5,37
31,1,43
31,2,12
31,3,45
31,4,44
31,5,43
32,1,28
32,2,2
32,3,5
32,4,29
32,5,40
33,1,22
33,2,10
33,3,31
33,4,13
33,5,34
34,1,45
34,2,32
34,3,39
34,4,39
34,5,45
35,1,14
35,2,38
35,3,30
35,4,19
35,5,20
36,1,6
36,2,40
36,3,23
36,4,23
36,5,16
37,1,30
37,2,30
37,3,41
37,4,20
37,5,49
38,1,37
38,2,30
38,3,43
38,4,20
38,5,24
39,1,19
39,2,34
39,3,11
39,4,43
39,5,16
40,1,18
40,2,28
40,3,25
40,4,26
40,5,24
41,1,23
41,2,5
41,3,34
41,4,39
41,5,24
42,1,5
42,2,33
42,3,27
42,4,24
42,5,37
43,1,38
43,2,30
43,3,32
43,4,13
43,5,11
44,1,42
44,2,20
44,3,11
44,4,14
44,5,47
45,1,16
45,2,40
45,3,20
45,4,16
45,5,26
46,1,31
46,2,28
46,3,37
46,4,3
46,5,3
47,1,28
47,2,15
47,3,47
47,4,50
47,5,43
48,1,26
48,2,47
48,3,2
48,4,46
48,5,44
49,1,5
49,2,3
49,3,19
49,4,33
49,5,36
50,1,40
50,2,2
50,3,48
50,4,33
50,5,24
