50,5
1,1,2
1,2,43
1,3,48
1,4,44
1,5,8
2,1,28
2,2,30
2,3,41
2,4,10
2,5,9
3,1,18
3,2,47
3,3,33
3,4,9
3,5,38
4,1,34
4,2,45
4,3,41
4,4,2
4,5,50
5,1,41
5,2,4
5,3,36
5,4,28
5,5,18
6,1,37
6,2,4
6,3,46
6,4,28
6,5,36
7,1,16
7,2,13
7,3,44
7,4,44
7,5,7
8,1,34
8,2,25
8,3,49
8,4,23
8,5,39
9,1,30
9,2,21
9,3,45
9,4,47
9,5,13
10,1,3
10,2,14
10,3,15
10,4,10
10,5,43
11,1,27
11,2,41
11,3,32
11,4,26
11,5,42
12,1,49
12,2,7
12,3,21
12,4,27
12,5,21
13,1,25
13,2,34
13,3,14
13,4,24
13,5,43
14,1,6
14,2,3
14,3,40
14,4,2
14,5,5
15,1,9
15,2,46
15,3,19
15,4,14
15,5,20
16,1,21
16,2,10
16,3,40
16,4,16
16,5,15
17,1,24
17,2,40
17,3,36
17,4,35
17,5,10
18,1,25
18,2,32
18,3,18
18,4,2
18,5,9
19,1,27
19,2,5
19,3,23
19,4,3
19,5,14
20,1,46
20,2,7
20,3,21
20,4,5
20,5,7
21,1,50
21,2,25
21,3,13
21,4,6
21,5,34
22,1,31
22,2,23
22,3,18
22,4,7
22,5,21
23,1,39
23,2,18
23,3,5
23,4,12
23,5,48
24,1,35
24,2,48
24,3,29
24,4,15
24,5,19
25,1,24
25,2,36
25,3,38
25,4,44
25,5,29
26,1,4
26,2,23
26,3,16
26,4,1
26,5,24
27,1,14
27,2,40
27,3,35
27,4,9
27,5,15
28,1,50
28,2,27
28,3,31
28,4,1
28,5,30
29,1,2
29,2,15
29,3,11
29,4,32
29,5,21
30,1,9
30,2,50
30,3,12
30,4,6
30,5,29
31,1,48
31,2,28
31,3,6
31,4,36
31,5,34
32,1,15
32,2,37
32,3,20
32,4,28
32,5,30
33,1,8
33,2,8
33,3,17
33,4,34
33,5,7
34,1,49
34,2,33
34,3,47
34,4,48
34,5,48
35,1,9
35,2,18
35,3,28
35,4,36
35,5,17
36,1,10
36,2,25
36,3,6
36,4,23
36,5,20
37,1,5
37,2,12
37,3,11
37,4,22
37,5,26
38,1,36
38,2,35
38,3,50
38,4,26
38,5,1
39,1,13
39,2,8
39,3,4
39,4,22
39,5,22
40,1,45
40,2,48
40,3,28
40,4,25
40,5,23
41,1,26
41,2,4
41,3,15
41,4,8
41,5,21
42,1,31
42,2,1
42,3,21
42,4,20
42,5,24
43,1,40
43,2,31
43,3,47
43,4,8
43,5,26
44,1,46
44,2,47
44,3,46
44,4,8
44,5,22
45,1,15
45,2,34
45,3,21
45,4,47
45,5,36
46,1,1
46,2,14
46,3,7
46,4,14
46,5,22
47,1,13
47,2,47
47,3,32
47,4,1
47,5,44
48,1,1
48,2,48
48,3,4
48,4,1
48,5,46
49,1,36
49,2,14
49,3,30
49,4,2
49,5,11
50,1,32
50,2,11
50,3,47
50,4,46
50,5,27
