50,5
1,1,35
1,2,29
1,3,9
1,4,35
1,5,32
2,1,46
2,2,3
2,3,42
2,4,42
2,5,36
3,1,14
3,2,21
3,3,14
3,4,37
3,5,46
4,1,8
4,2,12
4,3,43
4,4,19
4,5,20
5,1,17
5,2,49
5,3,50
5,4,32
5,5,1
6,1,18
6,2,27
6,3,38
6,4,16
6,5,20
7,1,28
7,2,34
7,3,31
7,4,27
7,5,31
8,1,26
8,2,17
8,3,30
8,4,38
8,5,12
9,1,11
9,2,11
9,3,5
9,4,43
9,5,45
10,1,10
10,2,7
10,3,37
10,4,27
10,5,47
11,1,19
11,2,24
11,3,40
11,4,10
11,5,37
12,1,37
12,2,30
12,3,27
12,4,35
12,5,15
13,1,20
13,2,16
13,3,26
13,4,22
13,5,9
14,1,30
14,2,41
14,3,37
14,4,7
14,5,20
15,1,42
15,2,32
15,3,6
15,4,7
15,5,10
16,1,6
16,2,45
16,3,7
16,4,37
16,5,41
17,1,11
17,2,40
17,3,12
17,4,20
17,5,2
18,1,5
18,2,44
18,3,21
18,4,41
18,5,45
19,1,47
19,2,40
19,3,45
19,4,23
19,5,43
20,1,46
20,2,36
20,3,33
20,4,35
20,5,15
21,1,19
21,2,20
21,3,31
21,4,7
21,5,6
22,1,37
22,2,18
22,3,34
22,4,1
22,5,32
23,1,43
23,2,24
23,3,41
23,4,44
23,5,4
24,1,30
24,2,4
24,3,7
24,4,20
24,5,5
25,1,37
25,2,21
25,3,47
25,4,13
25,5,24
26,1,2
26,2,37
26,3,34
26,4,15
26,5,14
27,1,20
27,2,12
27,3,23
27,4,23
27,5,23
28,1,42
28,2,10
28,3,5
28,4,14
28,5,16
29,1,37
29,2,11
29,3,21
29,4,10
29,5,2
30,1,24
30,2,50
30,3,2
30,4,20
30,5,13
31,1,43
31,2,30
31,3,14
31,4,30
31,5,29
32,1,49
32,2,23
32,3,19
32,4,34
32,5,5
33,1,50
33,2,35
33,3,19
33,4,37
33,5,12
34,1,31
34,2,1
34,3,18
34,4,22
34,5,12
35,1,20
35,2,50
35,3,44
35,4,5
35,5,18
36,1,26
36,2,50
36,3,38
36,4,11
36,5,1
37,1,3
37,2,36
37,3,15
37,4,2
37,5,22
38,1,41
38,2,49
38,3,43
38,4,44
38,5,24
39,1,20
39,2,42
39,3,21
39,4,9
39,5,16
40,1,3
40,2,42
40,3,34
40,4,48
40,5,22
41,1,23
41,2,32
41,3,30
41,4,8
41,5,44
42,1,43
42,2,37
42,3,9
42,4,13
42,5,3
43,1,49
43,2,35
43,3,8
43,4,34
43,5,3
44,1,14
44,2,21
44,3,18
44,4,16
44,5,22
45,1,33
45,2,9
45,3,25
45,4,48
45,5,43
46,1,29
46,2,29
46,3,35
46,4,39
46,5,15
47,1,35
47,2,16
47,3,41
47,4,40
47,5,28
48,1,21
48,2,7
48,3,7
48,4,9
48,5,29
49,1,5
49,2,40
49,3,31
49,4,41
49,5,25
50,1,35
50,2,34
50,3,38
50,4,7
50,5,2
