50,5
1,1,9
1,2,6
1,3,31
1,4,28
1,5,40
2,1,32
2,2,26
2,3,38
2,4,49
2,5,41
3,1,26
3,2,47
3,3,16
3,4,40
3,5,33
4,1,27
4,2,38
4,3,6
4,4,31
4,5,25
5,1,13
5,2,10
5,3,39
5,4,10
5,5,9
6,1,30
6,2,5
6,3,20
6,4,34
6,5,31
7,1,19
7,2,36
7,3,36
7,4,23
7,5,18
8,1,37
8,2,37
8,3,37
8,4,18
8,5,26
9,1,21
9,2,3
9,3,13
9,4,20
9,5,8
10,1,39
10,2,33
10,3,26
10,4,2
10,5,25
11,1,14
11,2,50
11,3,50
11,4,46
11,5,14
12,1,50
12,2,17
12,3,21
12,4,20
12,5,11
13,1,28
13,2,6
13,3,5
13,4,19
13,5,22
14,1,41
14,2,12
14,3,44
14,4,23
14,5,46
15,1,40
15,2,1
15,3,39
15,4,6
15,5,5
16,1,11
16,2,48
16,3,20
16,4,3
16,5,20
17,1,48
17,2,30
17,3,19
17,4,9
17,5,17
18,1,20
18,2,37
18,3,40
18,4,9
18,5,19
19,1,20
19,2,16
19,3,18
19,4,8
19,5,48
20,1,15
20,2,48
20,3,44
20,4,48
20,5,17
21,1,28
21,2,39
21,3,3
21,4,6
21,5,35
22,1,14
22,2,11
22,3,44
22,4,41
22,5,4
23,1,2
23,2,48
23,3,19
23,4,50
23,5,13
24,1,48
24,2,37
24,3,46
24,4,3
24,5,3
25,1,5
25,2,22
25,3,35
25,4,4
25,5,27
26,1,24
26,2,33
26,3,31
26,4,8
26,5,40
27,1,13
27,2,4
27,3,22
27,4,36
27,5,43
28,1,9
28,2,27
28,3,13
28,4,24
28,5,3
29,1,9
29,2,43
29,3,49
29,4,6
29,5,17
30,1,23
30,2,47
30,3,19
30,4,45
30,5,1
31,1,29
31,2,3
31,3,42
31,4,46
31,5,13
32,1,6
32,2,5
32,3,49
32,4,30
32,5,11
33,1,32
33,2,31
33,3,36
33,4,1
33,5,41
34,1,49
34,2,27
34,3,34
34,4,8
34,5,4
35,1,22
35,2,25
35,3,22
35,4,50
35,5,44
36,1,12
36,2,23
36,3,29
36,4,38
36,5,4
37,1,28
37,2,14
37,3,37
37,4,8
37,5,12
38,1,11
38,2,12
38,3,26
38,4,24
38,5,37
39,1,5
39,2,28
39,3,34
39,4,13
39,5,21
40,1,29
40,2,7
40,3,48
40,4,15
40,5,19
41,1,47
41,2,14
41,3,12
41,4,41
41,5,30
42,1,4
42,2,31
42,3,43
42,4,2
42,5,1
43,1,33
43,2,26
43,3,12
43,4,26
43,5,34
44,1,19
44,2,44
44,3,28
44,4,40
44,5,31
45,1,37
45,2,1
45,3,11
45,4,21
45,5,50
46,1,44
46,2,41
46,3,10
46,4,29
46,5,16
47,1,5
47,2,26
47,3,15
47,4,19
47,5,8
48,1,14
48,2,3
48,3,46
48,4,29
48,5,8
49,1,31
49,2,20
49,3,24
49,4,23
49,5,5
50,1,30
50,2,16
50,3,8
50,4,30
50,5,3
