50,5
1,1,49
1,2,2
1,3,21
1,4,4
1,5,8
2,1,42
2,2,33
2,3,18
2,4,22
2,5,20
3,1,18
3,2,44
3,3,7
3,4,48
3,5,12
4,1,43
4,2,50
4,3,47
4,4,14
4,5,26
5,1,49
5,2,44
5,3,46
5,4,13
5,5,36
6,1,1
6,2,4
6,3,20
6,4,37
6,5,5
7,1,41
7,2,17
7,3,12
7,4,38
7,5,24
8,1,11
8,2,27
8,3,29
8,4,43
8,5,3
9,1,18
9,2,31
9,3,32
9,4,31
9,5,28
10,1,43
10,2,8
10,3,33
10,4,41
10,5,18
11,1,33
11,2,15
11,3,33
11,4,20
11,5,29
12,1,5
12,2,7
12,3,9
12,4,18
12,5,8
13,1,38
13,2,14
13,3,31
13,4,18
13,5,30
14,1,1
14,2,33
14,3,20
14,4,24
14,5,1
15,1,17
15,2,21
15,3,4
15,4,12
15,5,8
16,1,19
16,2,12
16,3,15
16,4,35
16,5,44
17,1,44
17,2,22
17,3,30
17,4,19
17,5,22
18,1,26
18,2,35
18,3,42
18,4,10
18,5,19
19,1,5
19,2,19
19,3,11
19,4,35
19,5,15
20,1,5
20,2,50
20,3,14
20,4,1
20,5,28
21,1,10
21,2,38
21,3,10
21,4,40
21,5,2
22,1,12
22,2,11
22,3,22
22,4,13
22,5,10
23,1,44
23,2,42
23,3,24
23,4,25
23,5,15
24,1,17
24,2,35
24,3,13
24,4,47
24,5,4
25,1,17
25,2,41
25,3,11
25,4,5
25,5,47
26,1,49
26,2,10
26,3,19
26,4,48
26,5,4
27,1,20
27,2,48
27,3,15
27,4,8
27,5,34
28,1,6
28,2,13
28,3,41
28,4,18
28,5,10
29,1,16
29,2,13
29,3,30
29,4,50
29,5,26
30,1,14
30,2,45
30,3,37
30,4,21
30,5,48
31,1,21
31,2,37
31,3,18
31,4,47
31,5,11
32,1,20
32,2,27
32,3,5
32,4,43
32,5,4
33,1,3
33,2,43
33,3,25
33,4,9
33,5,41
34,1,46
34,2,28
34,3,17
34,4,42
34,5,10
35,1,5
35,2,44
35,3,46
35,4,37
35,5,39
36,1,4
36,2,12
36,3,12
36,4,30
36,5,34
37,1,4
37,2,24
37,3,49
37,4,50
37,5,33
38,1,33
38,2,31
38,3,18
38,4,47
38,5,15
39,1,29
39,2,8
39,3,48
39,4,14
39,5,8
40,1,24
40,2,39
40,3,21
40,4,9
40,5,31
41,1,37
41,2,29
41,3,45
41,4,12
41,5,44
42,1,27
42,2,42
42,3,32
42,4,8
42,5,8
43,1,8
43,2,16
43,3,26
43,4,10
43,5,50
44,1,29
44,2,44
44,3,25
44,4,27
44,5,9
45,1,16
45,2,10
45,3,20
45,4,27
45,5,31
46,1,47
46,2,47
46,3,32
46,4,29
46,5,16
47,1,15
47,2,42
47,3,4
47,4,49
47,5,48
48,1,26
48,2,29
48,3,38
48,4,6
48,5,7
49,1,42
49,2,50
49,3,10
49,4,39
49,5,7
50,1,14
50,2,33
50,3,39
50,4,15
50,5,30
