50,5
1,1,30
1,2,15
1,3,45
1,4,1
1,5,16
2,1,27
2,2,9
2,3,18
2,4,31
2,5,48
3,1,31
3,2,10
3,3,3
3,4,43
3,5,44
4,1,17
4,2,13
4,3,27
4,4,13
4,5,25
5,1,50
5,2,6
5,3,20
5,4,21
5,5,17
6,1,17
6,2,1
6,3,31
6,4,21
6,5,17
7,1,14
7,2,9
7,3,18
7,4,50
7,5,37
8,1,1
8,2,47
8,3,3
8,4,34
8,5,21
9,1,17
9,2,12
9,3,7
9,4,8
9,5,26
10,1,32
10,2,47
10,3,18
10,4,46
10,5,40
11,1,2
11,2,6
11,3,26
11,4,41
11,5,31
12,1,24
12,2,46
12,3,25
12,4,34
12,5,50
13,1,27
13,2,29
13,3,48
13,4,15
13,5,34
14,1,23
14,2,43
14,3,4
14,4,6
14,5,44
15,1,20
15,2,10
15,3,44
15,4,42
15,5,8
16,1,39
16,2,50
16,3,12
16,4,45
16,5,36
17,1,20
17,2,33
17,3,35
17,4,31
17,5,16
18,1,8
18,2,33
18,3,28
18,4,20
18,5,13
19,1,5
19,2,23
19,3,20
19,4,35
19,5,45
20,1,39
20,2,14
20,3,43
20,4,24
20,5,4
21,1,40
21,2,43
21,3,12
21,4,3
21,5,21
22,1,42
22,2,13
22,3,35
22,4,33
22,5,42
23,1,25
23,2,35
23,3,30
23,4,49
23,5,30
24,1,44
24,2,44
24,3,18
24,4,50
24,5,27
25,1,40
25,2,16
25,3,35
25,4,44
25,5,39
26,1,48
26,2,41
26,3,9
26,4,48
26,5,19
27,1,25
27,2,8
27,3,38
27,4,41
27,5,47
28,1,28
28,2,21
28,3,33
28,4,11
28,5,24
29,1,46
29,2,49
29,3,45
29,4,28
29,5,39
30,1,21
30,2,43
30,3,21
30,4,6
30,5,1
31,1,46
31,2,47
31,3,44
31,4,48
31,5,15
32,1,24
32,2,8
32,3,19
32,4,15
32,5,24
33,1,2
33,2,5
33,3,37
33,4,15
33,5,18
34,1,18
34,2,47
34,3,40
34,4,3
34,5,3
35,1,24
35,2,11
35,3,8
35,4,26
35,5,31
36,1,42
36,2,22
36,3,8
36,4,5
36,5,18
37,1,5
37,2,20
37,3,4
37,4,47
37,5,23
38,1,29
38,2,15
38,3,40
38,4,26
38,5,23
39,1,20
39,2,3
39,3,19
39,4,38
39,5,23
40,1,42
40,2,12
40,3,30
40,4,10
40,5,22
41,1,24
41,2,4
41,3,19
41,4,3
41,5,28
42,1,35
42,2,40
42,3,18
42,4,17
42,5,24
43,1,3
43,2,1
43,3,14
43,4,47
43,5,19
44,1,32
44,2,1
44,3,41
44,4,42
44,5,40
45,1,3
45,2,8
45,3,14
45,4,31
45,5,33
46,1,21
46,2,43
46,3,20
46,4,4
46,5,40
47,1,30
47,2,42
47,3,48
47,4,34
47,5,44
48,1,2
48,2,2
48,3,1
48,4,20
48,5,39
49,1,39
49,2,47
49,3,23
49,4,3
49,5,20
50,1,20
50,2,39
50,3,22
50,4,19
50,5,41
