30,5
1,1,22
1,2,10
1,3,14
1,4,27
1,5,10
2,1,25
2,2,7
2,3,16
2,4,16
2,5,12
3,1,8
3,2,21
3,3,28
3,4,9
3,5,19
4,1,23
4,2,8
4,3,3
4,4,12
4,5,23
5,1,2
5,2,11
5,3,17
5,4,8
5,5,5
6,1,22
6,2,24
6,3,23
6,4,24
6,5,5
7,1,20
7,2,27
7,3,18
7,4,13
7,5,1
8,1,23
8,2,2
8,3,19
8,4,22
8,5,7
9,1,5
9,2,17
9,3,10
9,4,10
9,5,16
10,1,29
10,2,9
10,3,12
10,4,26
10,5,25
11,1,23
11,2,14
11,3,30
11,4,13
11,5,11
12,1,12
12,2,24
12,3,7
12,4,23
12,5,19
13,1,2
13,2,14
13,3,22
13,4,12
13,5,22
14,1,12
14,2,4
14,3,16
14,4,9
14,5,26
15,1,22
15,2,20
15,3,12
15,4,5
15,5,19
16,1,15
16,2,2
16,3,7
16,4,23
16,5,7
17,1,13
17,2,12
17,3,28
17,4,29
17,5,12
18,1,7
18,2,27
18,3,5
18,4,3
18,5,20
19,1,29
19,2,26
19,3,27
19,4,3
19,5,5
20,1,21
20,2,26
20,3,29
20,4,18
20,5,5
21,1,25
21,2,24
21,3,4
21,4,30
21,5,4
22,1,4
22,2,3
22,3,25
22,4,24
22,5,26
23,1,10
23,2,17
23,3,15
23,4,16
23,5,7
24,1,21
24,2,17
24,3,24
24,4,30
24,5,16
25,1,15
25,2,30
25,3,14
25,4,19
25,5,27
26,1,27
26,2,24
26,3,9
26,4,30
26,5,29
27,1,20
27,2,3
27,3,20
27,4,18
27,5,12
28,1,20
28,2,9
28,3,28
28,4,25
28,5,8
29,1,4
29,2,3
29,3,11
29,4,7
29,5,10
30,1,13
30,2,11
30,3,11
30,4,27
30,5,15
