30,5
1,1,24
1,2,5
1,3,25
1,4,1
1,5,15
2,1,13
2,2,22
2,3,24
2,4,12
2,5,7
3,1,24
3,2,27
3,3,29
3,4,3
3,5,2
4,1,2
4,2,27
4,3,16
4,4,1
4,5,8
5,1,17
5,2,22
5,3,30
5,4,4
5,5,20
6,1,24
6,2,3
6,3,14
6,4,8
6,5,17
7,1,13
7,2,30
7,3,29
7,4,28
7,5,21
8,1,1
8,2,20
8,3,16
8,4,16
8,5,3
9,1,15
9,2,24
9,3,21
9,4,15
9,5,12
10,1,8
10,2,2
10,3,30
10,4,13
10,5,3
11,1,5
11,2,21
11,3,29
11,4,4
11,5,8
12,1,3
12,2,5
12,3,21
12,4,12
12,5,22
13,1,11
13,2,8
13,3,16
13,4,25
13,5,24
14,1,24
14,2,28
14,3,2
14,4,13
14,5,1
15,1,13
15,2,12
15,3,1
15,4,28
15,5,24
16,1,23
16,2,1
16,3,15
16,4,22
16,5,12
17,1,23
17,2,4
17,3,1
17,4,6
17,5,12
18,1,23
18,2,2
18,3,26
18,4,21
18,5,18
19,1,27
19,2,29
19,3,5
19,4,24
19,5,23
20,1,7
20,2,8
20,3,27
20,4,21
20,5,19
21,1,11
21,2,1
21,3,18
21,4,13
21,5,21
22,1,24
22,2,21
22,3,1
22,4,10
22,5,15
23,1,3
23,2,20
23,3,29
23,4,30
23,5,30
24,1,7
24,2,8
24,3,11
24,4,14
24,5,2
25,1,23
25,2,3
25,3,12
25,4,25
25,5,4
26,1,14
26,2,8
26,3,7
26,4,5
26,5,17
27,1,15
27,2,5
27,3,25
27,4,4
27,5,2
28,1,23
28,2,17
28,3,18
28,4,16
28,5,19
29,1,2
29,2,1
29,3,16
29,4,6
29,5,16
30,1,7
30,2,1
30,3,5
30,4,25
30,5,17
