30,5
1,1,30
1,2,28
1,3,13
1,4,19
1,5,27
2,1,8
2,2,19
2,3,23
2,4,9
2,5,7
3,1,16
3,2,15
3,3,26
3,4,24
3,5,1
4,1,29
4,2,26
4,3,26
4,4,28
4,5,8
5,1,21
5,2,20
5,3,26
5,4,26
5,5,1
6,1,22
6,2,18
6,3,7
6,4,9
6,5,28
7,1,14
7,2,3
7,3,12
7,4,19
7,5,18
8,1,18
8,2,22
8,3,7
8,4,8
8,5,24
9,1,4
9,2,24
9,3,10
9,4,9
9,5,3
10,1,17
10,2,6
10,3,23
10,4,6
10,5,18
11,1,12
11,2,5
11,3,7
11,4,18
11,5,26
12,1,10
12,2,2
12,3,18
12,4,18
12,5,5
13,1,21
13,2,13
13,3,15
13,4,12
13,5,23
14,1,13
14,2,4
14,3,7
14,4,6
14,5,13
15,1,7
15,2,19
15,3,19
15,4,5
15,5,4
16,1,28
16,2,10
16,3,17
16,4,23
16,5,15
17,1,16
17,2,25
17,3,1
17,4,22
17,5,17
18,1,9
18,2,27
18,3,24
18,4,24
18,5,8
19,1,17
19,2,5
19,3,19
19,4,3
19,5,4
20,1,22
20,2,9
20,3,29
20,4,17
20,5,20
21,1,13
21,2,29
21,3,17
21,4,23
21,5,11
22,1,23
22,2,17
22,3,3
22,4,14
22,5,29
23,1,30
23,2,15
23,3,25
23,4,4
23,5,19
24,1,26
24,2,12
24,3,24
24,4,25
24,5,14
25,1,17
25,2,11
25,3,14
25,4,28
25,5,27
26,1,3
26,2,1
26,3,16
26,4,1
26,5,13
27,1,19
27,2,12
27,3,1
27,4,4
27,5,2
28,1,17
28,2,9
28,3,9
28,4,11
28,5,24
29,1,23
29,2,24
29,3,10
29,4,25
29,5,9
30,1,2
30,2,10
30,3,16
30,4,14
30,5,8
