30,5
1,1,25
1,2,27
1,3,25
1,4,28
1,5,4
2,1,24
2,2,23
2,3,2
2,4,8
2,5,18
3,1,10
3,2,24
3,3,13
3,4,20
3,5,5
4,1,27
4,2,18
4,3,1
4,4,10
4,5,10
5,1,2
5,2,25
5,3,6
5,4,1
5,5,10
6,1,28
6,2,28
6,3,29
6,4,24
6,5,3
7,1,16
7,2,27
7,3,3
7,4,26
7,5,19
8,1,5
8,2,16
8,3,4
8,4,29
8,5,23
9,1,10
9,2,3
9,3,9
9,4,26
9,5,22
10,1,8
10,2,5
10,3,6
10,4,29
10,5,7
11,1,6
11,2,7
11,3,7
11,4,16
11,5,6
12,1,1
12,2,22
12,3,25
12,4,19
12,5,6
13,1,26
13,2,24
13,3,8
13,4,6
13,5,3
14,1,14
14,2,22
14,3,17
14,4,1
14,5,1
15,1,11
15,2,14
15,3,2
15,4,18
15,5,30
16,1,30
16,2,16
16,3,10
16,4,9
16,5,2
17,1,24
17,2,23
17,3,1
17,4,18
17,5,27
18,1,9
18,2,20
18,3,18
18,4,20
18,5,19
19,1,14
19,2,22
19,3,16
19,4,23
19,5,27
20,1,17
20,2,25
20,3,3
20,4,24
20,5,9
21,1,17
21,2,18
21,3,6
21,4,29
21,5,27
22,1,22
22,2,5
22,3,20
22,4,16
22,5,7
23,1,15
23,2,12
23,3,16
23,4,17
23,5,13
24,1,4
24,2,24
24,3,21
24,4,9
24,5,24
25,1,24
25,2,4
25,3,27
25,4,12
25,5,18
26,1,20
26,2,29
26,3,9
26,4,21
26,5,14
27,1,6
27,2,14
27,3,16
27,4,1
27,5,16
28,1,6
28,2,18
28,3,2
28,4,22
28,5,6
29,1,4
29,2,1
29,3,2
29,4,14
29,5,4
30,1,2
30,2,7
30,3,30
30,4,11
30,5,24
