30,5
1,1,11
1,2,20
1,3,17
1,4,5
1,5,10
2,1,16
2,2,1
2,3,21
2,4,6
2,5,25
3,1,21
3,2,10
3,3,12
3,4,28
3,5,17
4,1,4
4,2,7
4,3,19
4,4,9
4,5,26
5,1,15
5,2,28
5,3,22
5,4,25
5,5,7
6,1,3
6,2,8
6,3,1
6,4,8
6,5,11
7,1,21
7,2,4
7,3,20
7,4,1
7,5,22
8,1,10
8,2,2
8,3,11
8,4,15
8,5,23
9,1,7
9,2,29
9,3,22
9,4,13
9,5,5
10,1,6
10,2,6
10,3,5
10,4,11
10,5,13
11,1,18
11,2,27
11,3,2
11,4,23
11,5,22
12,1,13
12,2,28
12,3,23
12,4,28
12,5,8
13,1,9
13,2,1
13,3,14
13,4,26
13,5,5
14,1,17
14,2,20
14,3,12
14,4,7
14,5,8
15,1,3
15,2,26
15,3,5
15,4,17
15,5,20
16,1,17
16,2,7
16,3,10
16,4,20
16,5,2
17,1,27
17,2,3
17,3,20
17,4,25
17,5,24
18,1,24
18,2,3
18,3,28
18,4,9
18,5,10
19,1,12
19,2,10
19,3,13
19,4,7
19,5,14
20,1,6
20,2,16
20,3,27
20,4,9
20,5,18
21,1,16
21,2,25
21,3,29
21,4,4
21,5,11
22,1,23
22,2,23
22,3,16
22,4,3
22,5,6
23,1,7
23,2,19
23,3,3
23,4,27
23,5,12
24,1,6
24,2,11
24,3,19
24,4,2
24,5,11
25,1,15
25,2,23
25,3,3
25,4,27
25,5,26
26,1,23
26,2,13
26,3,29
26,4,4
26,5,14
27,1,1
27,2,11
27,3,2
27,4,2
27,5,17
28,1,2
28,2,5
28,3,17
28,4,14
28,5,2
29,1,2
29,2,17
29,3,25
29,4,4
29,5,3
30,1,24
30,2,8
30,3,17
30,4,26
30,5,8
